1;Aerobik 30 min;275
2;Æwiczenia na si³owni 1h;400
3;Yoga 15 min;72
4;Gra w pi³kê no¿n¹ 30 min;325
5;Jazda na deskorolce 1h;371
6;Jazda na rolkach 15 min;100
7;Jazda na rowerze 30 min;170
8;Jogging 30 min;300
9;Prace w ogrodzie 15 min;63
10;Koszykówka 15 min;138
11;Marszobieg 15 min;125
12;P³ywanie 30 min;200
13;Spacer szybkim tempie 30 min;150
14;Skakanie na skakance 15 min;144
15;Jazda konna 30 min;325
