1;Omlet z warzywami i fet¹;347
2;Sa³atka grecka;309
3;Pe³noziarniste tortille;229
4;Sa³atka ze szpinaku z ³ososiem;389
5;Sa³atka z mozzarell¹;504
6;Twaro¿ek z rzodkiewk¹ i grzanki (2 x kromka);336
7;£osoœ z pieczonymi ziemniakami;423
8;Omlet z tartym jab³kiem;317
9;Dorsz z ry¿em i broku³ami;388
10;Omlet z truskawkami;340
