1;Filet z broku³ami i ry¿em;423
2;Dorsz z warzywami;299
3;Omlet z bananem;356
4;P³atki gryczane z jogurtem i grejpfrutem;396
5;Sa³atka makaronowa z broku³em i jajkiem;328
6;Grahamka z pomidorem i szynka;254
7;Sa³atka ze szpinaku z pomarañcz¹;442
8;Baton owocowy z ziarnami;220
9;Serek wiejski z warzywami i pieczywem;497
10;Sa³atka z kozim serem, gruszk¹ i orzechami w³oskimi;463
